Order,AlphaPop,FamilyNum,Population,Family,Dam,Sire,Rep,Treatment,TempTrt,WaterTrt,Block,Col,Row,GermDate,MinGermDay,MaxGermDay,Transplant,,LLL_0512,LLL_0515,LLL_0520,LLL_0523,LLL_0526,LLL_0529,LLL_0602,LLL_0605,LLL_0609,LLL_0612,Notes,UseForLLLGrowth,Height_0529,Height_0602,Height_0605,Height_0609,Height_0612,Height_0616,Height_0620,UseForHeightGrowth,,WiltStatus_0612,Flower Date,StigmaAntherSep,FlwrHeight,FlwrWidth,FlwrLength,Flwr Notes,,LeafCollectionDate,UppTrichomeNo,LowTrichomeNo,Length_mm,LeafNotes1,LeafFW_g,LeafDW_g,LeafNotes2,LeafArea_cm2,,DiedFromStress,HarvestDate,NFlwr,Nbud,HarvestNotes,UseForBiomass,LeavesDW_g,ShootsDW_g,RootsDW_g,Notes,,,,,,,,,FlowerDate,StigmaAntherSep,FlwrHeight,FlwrWidth,FlwrLength,FlwrNotes,,,,,,,,,,,,,
325,7,1,Middle Yuba,MYU1,JP0618,JP0619,A,Hot/Wet,Hot,Wet,MM5-3,I,5,plain,6,7,N,,< 1,2.65,8.22,14.26,23.87,31.93,39.9,57.8,NA,NA,,TRUE,0,2.5,NA,17.5,19.8,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,NA,NA,NA,,NA,NA,,,,TRUE,,,,,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
243,8,3,Mill Creek,MIL3,EH0053,EH0057,A,Hot/Wet,Hot,Wet,MM5-3,J,5,plain,6,7,N,,2.89,6.41,17.17,29.01,41.24,46.92,57.9,67.6,NA,NA,,TRUE,2.6,7.5,NA,24.1,29.3,NA,NA,TRUE,,turgid,14-Jun,,,,,,,25-Jun,39,34,9.7,,0.1394,0.0135,,,,FALSE,03-Jul,1,4,,TRUE,0.7400,1.4800,0.2000,,2.42,,,,,,,,14-Jun,,,,,,,,,,,,,,,,,,
321,9,6,North Fork Middle Tule,NMT6,EH0014,AA1515,A,Hot/Wet,Hot,Wet,MM5-3,K,5,green,8,8,N,,< 1,< 1,4.98,9.53,16.66,18.88,58.7,76.8,NA,NA,,TRUE,0,2.8,NA,16.4,21.4,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,39,37,10.3,,0.2576,0.0319,,,,FALSE,03-Jul,0,0,,TRUE,0.0134,0.0900,0.0131,,0.1165,,,,,,,,,,,,,,,,,,,,,,,,,,
365,10,5,Paradise Creek,PRD5,AA1429,AA1427,A,Hot/Wet,Hot,Wet,MM5-3,L,5,plain,6,7,N,,1.78,3.23,9.86,17.42,31.59,41.79,72.1,85.8,NA,NA,,TRUE,1.1,4.2,NA,12,26.8,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,31,24,8.6,,,,,,,FALSE,03-Jul,3,8,,TRUE,1.8000,2.8400,0.4525,,5.0925,,,,,,,,-,0,27.36,8.6,28.84,,,,,,,,,,,,,,
375,11,3,Rainbow Pool,RBW3,AA0563,AA0565,A,Hot/Wet,Hot,Wet,MM5-3,M,5,plain,6,7,N,,< 1,0.75,5,10.47,20.43,42.07,46.9,57,NA,NA,,TRUE,0,3,NA,13,17.2,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,53,27,8.8,,0.1009,0.0088,,,,FALSE,03-Jul,0,0,,TRUE,0.0784,0.1054,0.0800,,0.2638,,,,,,,,,,,,,,,,,,,,,,,,,,
253,12,1,Redwood Creek,RWD1,AA1538,AA1541,A,Hot/Wet,Hot,Wet,MM5-3,N,5,green,8,8,N,,< 1,1.64,7.01,15.49,23.16,28.88,56.4,60.6,NA,NA,,TRUE,0.7,3.3,NA,16.2,21.5,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,63,42,10,,0.1742,0.0261,,,,FALSE,03-Jul,0,7,,TRUE,1.3200,1.7200,0.3256,,3.3656,,,,,,,,,,,,,,,,,,,,,,,,,,
203,13,11,Rock Creek,014aN1,,,A,Hot/Wet,Hot,Wet,MM5-3,A,6,red,9,9,N,,< 1,3.04,12.5,18.65,29.51,37.79,40.5,49.8,NA,NA,,TRUE,0,2,NA,9.5,12.5,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,40,28,7.2,,0.0704,0.005,,,,TRUE,,,,,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
207,14,3,Wawona,184aC2,,,A,Hot/Wet,Hot,Wet,MM5-3,B,6,red,9,9,N,,< 1,2.33,12.07,22.05,37.17,45.08,69.2,87.3,NA,NA,,TRUE,1,3,NA,15.9,21.5,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,42,31,9.9,,,,,,,FALSE,03-Jul,0,0,,TRUE,0.5200,1.1500,0.2100,leaves were in bag marked 184aC2 (presumed accident),1.88,,,,,,,,26-Jun,,,,,,,,,,,,,,,,,,
291,15,3,West Fork Mojave River,WFM3,EH0017,EH0019,A,Hot/Wet,Hot,Wet,MM5-3,C,6,plain,6,7,N,,3.71,6.95,13.74,22.6,30.92,46.59,52,57.1,NA,NA,,TRUE,2.6,5.6,NA,18.8,22.3,NA,NA,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,TRUE,,,,,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
271,16,7,Whitewater Canyon,WWC7,EH0030,EH0028,A,Hot/Wet,Hot,Wet,MM5-3,D,6,red,9,9,N,,< 1,1.23,7.36,15.93,21.03,27.17,28.3,29.7,NA,NA,,TRUE,0,2.6,NA,15.7,19,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,NA,NA,NA,,NA,NA,,,,TRUE,,,,,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
219,1,11,Cottonwood Creek,370a,,,A,Hot/Wet,Hot,Wet,MM5-3,E,6,green,8,8,N,,1.73,3.84,12.13,18.96,36.64,49.11,64.4,79.4,NA,NA,,TRUE,1.2,4.7,NA,20.3,26.5,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,66,59,13.6,,0.3871,0.0467,,,,FALSE,03-Jul,0,0,,TRUE,0.5300,1.1300,0.1400,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,
285,2,9,Sweetwater River,CUR9,AW1111,AW1112,A,Hot/Wet,Hot,Wet,MM5-3,F,6,green,8,8,N,,1.35,2.79,9.19,13.95,25.77,41.32,44.1,75.1,NA,NA,,TRUE,0.8,3.9,NA,18.2,21.7,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,29,25,7.1,,0.0601,0.0048,,,,TRUE,,,,,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
343,3,1,Deep Creek,DPC1,AA1535,JP0779,B,Hot/Wet,Hot,Wet,MM5-3,G,6,plain,6,7,N,,1.38,3.99,13.01,22.48,37.74,48.15,82.6,95.3,NA,NA,,TRUE,1.6,5.9,NA,20.7,26.4,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,45,30,9,,0.1636,0.0231,,,,FALSE,03-Jul,6,2,,TRUE,1.2800,2.1900,0.3100,,3.78,,,,,,,,26-Jun,3.6,32.1,18.4,36.6,,,,,,,,,,,,,,
351,4,3,Grade Road Palomar,GRP3,JP0989,JP0992,A,Hot/Wet,Hot,Wet,MM5-3,H,6,plain,6,7,N,,2,4.5,9.45,19.21,28.79,32.35,50,51.9,NA,NA,,TRUE,1.2,5.8,NA,19.6,24.4,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,68,66,11.7,,0.2075,0.0293,,,,FALSE,03-Jul,3,6,,TRUE,1.0100,1.4800,0.6000,,3.09,,,,,,,,-,4.86,35.13,9.73,26.37,,,,,,,,,,,,,,
229,5,1,Hauser Creek,HAU1,AA1596,AW1135,A,Hot/Wet,Hot,Wet,MM5-3,I,6,plain,6,7,N,,< 1,1.7,8.17,16.18,25.44,33.03,62.6,61.3,NA,NA,,TRUE,0,3.5,NA,20,23.5,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,53,41,11.2,,,,,,,FALSE,03-Jul,0,0,,TRUE,0.4300,0.1100,0.1200,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,
309,6,9,Little Jameson,LIJ9,AA1384,AA1379,A,Hot/Wet,Hot,Wet,MM5-3,J,6,red,9,9,N,,1.68,4.14,11.05,17.39,30.26,33.14,47.4,72.3,NA,NA,,TRUE,0,4.6,NA,16,20.5,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,54,54,12,,,,,,,FALSE,03-Jul,0,0,,TRUE,0.4600,0.6300,0.1600,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,
251,8,11,Mill Creek,MIL11,EH0061,EH0055,A,Hot/Wet,Hot,Wet,MM5-3,L,6,plain,6,7,N,,1.32,3.51,10.17,15.14,24.98,31.4,53,62.6,NA,NA,,TRUE,0.7,4.1,NA,21,25.6,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,57,50,11.3,,,,,,,FALSE,03-Jul,3,4,,TRUE,0.4300,1.1400,0.1277,,1.6977,,,,,,,,24-Jun,2.6,26.2,12.2,32.2,,,,,,,,,,,,,,
313,9,1,North Fork Middle Tule,NMT1,AA1515,AA1517,A,Hot/Wet,Hot,Wet,MM5-3,M,6,plain,6,7,N,,2.28,4.98,13.72,21.43,29.27,NA,35.1,57.4,NA,NA,,TRUE,0,1.5,NA,9.5,12.5,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,32,29,6.2,,0.0426,0.0046,,,,FALSE,03-Jul,0,0,,TRUE,0.7100,0.7800,0.3069,,1.7969,,,,,,,,,,,,,,,,,,,,,,,,,,
367,10,6,Paradise Creek,PRD6,AA1431,AA1428,B,Hot/Wet,Hot,Wet,MM5-3,N,6,plain,6,7,N,,3.45,7.37,16.95,30.83,46.4,67.09,74.3,81.4,NA,NA,,TRUE,2.1,5.2,NA,18,22.4,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,NA,NA,NA,,NA,NA,,,,FALSE,03-Jul,12,29,,TRUE,5.6800,7.5100,1.0300,,14.22,,,,,,,,26-Jun,3.8,32.7,12.4,31.4,,,,,,,,,,,,,,
381,11,1,Rainbow Pool,RBW1,AA0656,AA0563,C,Hot/Wet,Hot,Wet,MM5-3,A,7,plain,6,7,N,,< 1,1.09,6.76,13.44,20.54,37.95,48.1,62.7,NA,NA,,TRUE,0,1.2,NA,8.1,11.2,NA,NA,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead 7/3,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
257,12,4,Redwood Creek,RWD4,EH0006,EH0007,A,Hot/Wet,Hot,Wet,MM5-3,B,7,plain,6,7,N,,< 1,< 1,0.67,0.79,NA,NA,NA,NA,NA,NA,died; no plant present,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,,NA,,,,,,,,no plant,NA,NA,NA,,NA,NA,,,,NA,,,,dead 7/3,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
199,13,7,Rock Creek,009aN1,,,A,Hot/Wet,Hot,Wet,MM5-3,C,7,plain,6,7,N,,< 1,0.71,6.9,14.3,20.33,32.72,47.9,56.6,NA,NA,,TRUE,0,1.9,NA,9.4,13.5,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,34,33,6.7,,0.0422,0.0027,,,,TRUE,,,,dead 7/3,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
205,14,1,Wawona,182aC2,,,A,Hot/Wet,Hot,Wet,MM5-3,D,7,red,9,9,N,,< 1,1.53,8.71,16.02,25.57,42.11,54.4,72.5,NA,NA,,TRUE,0,1.4,NA,12.1,17.3,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,52,50,11.7,,0.1283,0.012,,,,TRUE,,,,dead 7/3,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
299,15,11,West Fork Mojave River,WFM11,EH0026,EH0019,A,Hot/Wet,Hot,Wet,MM5-3,E,7,plain,6,7,N,,3.29,5.78,10.93,23.82,34.69,47.37,62.4,75.2,NA,NA,meristem damaged(NA),TRUE,1.6,3.8,NA,13,NA,NA,NA,TRUE,,NA,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead 7/3,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
225,1,5,Cottonwood Creek,353a,,,A,Hot/Wet,Hot,Wet,MM5-3,G,7,red,9,9,N,,< 1,2.7,12.38,18.46,36.28,50.03,56.8,55.7,NA,NA,,TRUE,1.5,3.2,NA,16.1,18,NA,NA,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead 7/3,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
287,2,11,Sweetwater River,CUR11,AW1113,AW1112,A,Hot/Wet,Hot,Wet,MM5-3,H,7,plain,6,7,N,,< 1,1.94,8.52,15.73,31.85,46.09,66.2,62.8,NA,NA,,TRUE,0.8,3.4,NA,15.5,21.7,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,68,43,13,,,,,,,FALSE,03-Jul,0,4,,TRUE,1.0800,1.3400,0.4100,,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,
341,3,5,Deep Creek,DPC5,JP0785,AA1535,A,Hot/Wet,Hot,Wet,MM5-3,I,7,red,9,9,N,,< 1,1.5,10.74,19.44,28.13,38.25,40.3,47.9,NA,NA,,TRUE,0,2.7,NA,11,12.7,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,28,23,8,,0.1095,0.0066,,,,TRUE,,,,dead 7/3,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
235,5,7,Hauser Creek,HAU7,AW1129,AW1133,A,Hot/Wet,Hot,Wet,MM5-3,K,7,plain,6,7,N,,< 1,2.02,10.82,22.22,34.8,54.59,74.6,77.4,NA,NA,,TRUE,1.4,4.9,NA,18.2,21.9,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,44,42,9.9,,,,,,,FALSE,03-Jul,1,4,,TRUE,1.9000,2.6400,0.3300,,4.87,,,,,,,,-,3.81,30,8.33,23.02,,,,,,,,,,,,,,
311,6,11,Little Jameson,LIJ11,AA1385,AA1380,A,Hot/Wet,Hot,Wet,MM5-3,L,7,no toothpick; germination,12,17,N,,< 1,0.55,2.16,3.32,10.58,18.76,26.1,44.5,NA,NA,,TRUE,0,0.9,NA,4.6,8.2,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,30,33,11.1,,0.1403,0.012,,,,TRUE,,,,,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
353,4,5,Grade Road Palomar,GRP5,JP0993,JP0988,A,Hot/Wet,Hot,Wet,MM5-3,,,no germination,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no transplant available,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,,NA,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,NA,,,,,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
335,7,5,Middle Yuba,MYU5,JP0623,JP0621,B,Hot/Wet,Hot,Wet,MM5-3,,,no germination,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no transplant available,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,,NA,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,NA,,,,,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
265,16,1,Whitewater Canyon,WWC1,AA1488,EH0029,A,Hot/Wet,Hot,Wet,MM5-3,F,7,plain,6,7,N,,2.61,5.78,12.32,23.35,31.04,41.63,49.9,51.3,NA,NA,,TRUE,2.6,5.8,NA,17.9,19.5,NA,NA,TRUE,,turgid,14-Jun,,,,,,,25-Jun,NA,NA,NA,,NA,NA,,,,TRUE,,,,,FALSE,NA,NA,NA,,NA,,,,,,,,14-Jun,wilted,,,,,,,,,,,,,,,,,
242,8,2,Mill Creek,MIL2,AA1502,EH0054,A,Hot/Wet,Hot,Wet,MM5-4,A,1,yellow,10,10,N,,1.51,3.07,10.38,16.25,25.64,33.93,49.6,57.2,NA,NA,,TRUE,1.4,3.2,NA,13.2,15,NA,NA,TRUE,,turgid,20-Jun,,,,,,,25-Jun,36,36,9.3,,0.1781,0.0132,,,,FALSE,11-Jul,6,19,sand slightly sunken down,TRUE,1.3300,2.6800,NA,roots: 0.14; 0.3213,4.01,,,,,,,,20-Jun,1.8,31.7,12.6,36.5,,,,,,,,,,,,,,
372,10,4,Paradise Creek,PRD4,AA1428,AA1429,B,Hot/Wet,Hot,Wet,MM5-4,C,1,plain,6,7,N,,1.36,3.93,11.22,19.57,36.83,51.47,78.4,107.1,NA,NA,,TRUE,1.1,3.9,NA,22.5,28,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,NA,NA,NA,,NA,NA,,,,FALSE,11-Jul,3,19,,TRUE,4.0200,6.2800,1.1295,,11.4295,,,,,,,,,,,,,,,,,,,,,,,,,,
374,11,2,Rainbow Pool,RBW2,AA0508,AA0656,A,Hot/Wet,Hot,Wet,MM5-4,D,1,plain,6,7,N,,1.07,4.35,11.75,25.94,37.54,47.67,78.6,95,NA,NA,,TRUE,0,4,NA,22.4,26.5,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,53,75,15.9,,0.4544,0.0817,,,,FALSE,11-Jul,5,14,,TRUE,3.5600,5.4600,1.1800,,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,
260,12,7,Redwood Creek,RWD7,EH0007,EH0006,A,Hot/Wet,Hot,Wet,MM5-4,E,1,green,8,8,N,,1.09,3.11,10.24,16.08,31.19,37.4,60.9,82.4,NA,NA,,TRUE,0,2.8,NA,21.4,26.4,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,48,47,14.1,,0.2145,0.032,,,,FALSE,11-Jul,1,4,,TRUE,1.0900,2.2100,0.5300,,3.83,,,,,,,,-,4,23.6,13.9,28.2,,,,,,,,,,,,,,
196,13,4,Rock Creek,005aN1,,,A,Hot/Wet,Hot,Wet,MM5-4,F,1,red,9,9,N,,< 1,2.38,8.18,13.7,21.32,22.89,22.8,23.1,NA,NA,,TRUE,0,1.5,NA,2,2.9,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,NA,NA,NA,,NA,NA,,,,TRUE,,,,,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
214,14,10,Wawona,191aC2,,,A,Hot/Wet,Hot,Wet,MM5-4,G,1,no germination,NA,NA,Y,,< 1,< 1,< 1,< 1,2.7,7.81,9.3,8.5,NA,NA,transplanted,FALSE,0,0,NA,0,0,NA,NA,FALSE,,turgid,,,,,,,,25-Jun,NA,NA,NA,,NA,NA,,,,NA,,,,,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
300,15,12,West Fork Mojave River,WFM12,EH0029,EH0023,A,Hot/Wet,Hot,Wet,MM5-4,H,1,plain,6,7,N,,2.98,8.25,20.01,34.02,50.42,70.15,82.6,94.4,NA,NA,,TRUE,3.2,7.4,NA,27.1,35,NA,NA,TRUE,,turgid,18-Jun,,,,,,,25-Jun,106,93,20.7,,0.621,0.0806,,,,FALSE,11-Jul,6,12,,TRUE,4.4500,7.9300,0.6900,,13.07,,,,,,,,18-Jun,4.4,30.6,20.4,35.3,,,,,,,,,,,,,,
276,16,12,Whitewater Canyon,WWC12,EH0036,EH0029,A,Hot/Wet,Hot,Wet,MM5-4,I,1,plain,6,7,N,,3.16,6.41,15.49,28.91,41.02,49.2,66.9,72.2,NA,NA,,TRUE,3.2,6.9,NA,28.6,38,NA,NA,TRUE,,turgid,14-Jun,,,,,,,25-Jun,51,51,13.9,,0.3385,0.0307,,,,FALSE,11-Jul,,9,,TRUE,1.2400,2.8200,0.2800,,4.34,,,,,,,,14-Jun,wilted,,,,,,,,,,,,,,,,,
222,1,9,Cottonwood Creek,362a,,,A,Hot/Wet,Hot,Wet,MM5-4,J,1,green,8,8,N,,< 1,0.83,3.94,8.3,15.37,22.54,32.3,38.2,NA,NA,,TRUE,0.5,3.5,NA,7.8,9.6,NA,NA,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,TRUE,,,,,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
286,2,10,Sweetwater River,CUR10,AW1112,AW1110,A,Hot/Wet,Hot,Wet,MM5-4,K,1,plain,6,7,N,,2.78,7.08,17.38,31.12,59.23,73.66,86.7,106.5,NA,NA,,TRUE,3.2,9.5,NA,31,37.5,NA,NA,TRUE,,turgid,18-Jun,,,,,,,25-Jun,56,52,12.4,,0.3128,0.0423,,,,FALSE,11-Jul,124,156,,TRUE,6.2700,16.3300,1.0159,,23.6159,,,,,,,,18-Jun,2.5,34.6,13.5,34.2,,,,,,,,,,,,,,
340,3,4,Deep Creek,DPC4,JP0782,AA1535,A,Hot/Wet,Hot,Wet,MM5-4,L,1,plain,6,7,N,,2.42,5.81,12.39,19.08,24.99,39.08,48.6,62.7,NA,NA,,TRUE,1.1,5.9,NA,17.8,23.5,NA,NA,TRUE,,turgid,16-Jun,,,,,,,25-Jun,44,36,12.8,,0.2439,0.0167,,,,FALSE,11-Jul,0,0,,TRUE,0.3500,0.4500,0.1100,,0.91,,,,,,,,16-Jun,wilted,,,,,,,,,,,,,,,,,
352,4,4,Grade Road Palomar,GRP4,JP0992,JP0995,A,Hot/Wet,Hot,Wet,MM5-4,M,1,plain,6,7,N,,1.89,6.04,14.02,21.07,30.93,34.27,61.4,69.1,NA,NA,,TRUE,1.2,4.4,NA,18,22.3,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,90,61,18.2,,0.5028,0.0673,,,,FALSE,11-Jul,6,10,,TRUE,1.6400,2.1100,0.5000,,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,
238,5,10,Hauser Creek,HAU10,AW1134,AW1132,A,Hot/Wet,Hot,Wet,MM5-4,N,1,plain,6,7,N,,1.91,5.54,16.4,24.86,40.38,56.54,61.9,86.1,NA,NA,,TRUE,1.8,5,NA,20.6,24.5,NA,NA,TRUE,,turgid,18-Jun,5.6,28.2,13.1,38.1,,,25-Jun,56,54,11.7,,0.1569,0.0205,,,,TRUE,,,,,FALSE,NA,NA,NA,,NA,,,,,,,,18-Jun,5.6,28.2,13.1,38.1,,,,,,,,,,,,,,
324,9,8,North Fork Middle Tule,NMT8,EH0014,EH0012,A,Hot/Wet,Hot,Wet,MM5-4,B,1,yellow,10,10,N,,3.23,5.86,13.78,21.5,39.34,48.84,65.3,77.3,NA,NA,,TRUE,1.3,4.5,NA,15.1,18.4,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,88,65,19.9,,0.5434,0.0607,,,,FALSE,11-Jul,6,2,,TRUE,1.7400,3.2000,0.4700,,5.41,,,,,,,,,,,,,,,,,,,,,,,,,,
312,6,12,Little Jameson,LIJ12,BE0008,AA1381,A,Hot/Wet,Hot,Wet,MM5-4,A,2,plain,6,7,N,,1.6,3.69,9.73,18.44,27.18,42.67,56,78.1,NA,NA,,TRUE,0,2.9,NA,11.5,17.1,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,NA,NA,NA,,NA,NA,,,,FALSE,11-Jul,0,0,main stem broken/dead; prob can't use,FALSE,0.2780,0.7700,0.1900,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
332,7,2,Middle Yuba,MYU2,JP0619,JP0623,B,Hot/Wet,Hot,Wet,MM5-4,B,2,plain,6,7,N,,3.81,7.49,18.99,26.35,46.95,55.89,87.8,80.2,NA,NA,,TRUE,3.3,7.2,NA,24.5,31.2,NA,NA,TRUE,,turgid,20-Jun,,,,,,,25-Jun,43,39,10.3,,,,,,,FALSE,11-Jul,6,3,,TRUE,3.7200,5.5400,0.4500,,9.71,,,,,,,,20-Jun,wilted,,,,,,,,,,,,,,,,,
250,8,10,Mill Creek,MIL10,EH0059,EH0054,A,Hot/Wet,Hot,Wet,MM5-4,C,2,red,9,9,N,,1.55,4.16,10.91,19.1,24.24,38.33,43.2,46.1,NA,NA,,TRUE,2.1,4.4,NA,20.3,23,NA,NA,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
320,9,5,North Fork Middle Tule,NMT5,EH0012,AA1519,B,Hot/Wet,Hot,Wet,MM5-4,D,2,red,9,9,N,,1.67,5.37,15.24,25.49,40.89,49.66,57.4,79.5,NA,NA,,TRUE,0.6,1,NA,17.4,21.5,NA,NA,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
366,10,6,Paradise Creek,PRD6,AA1431,AA1428,A,Hot/Wet,Hot,Wet,MM5-4,E,2,red,9,9,N,,0.91,1.66,8.74,14.82,27.55,35.57,37.9,57.9,NA,NA,,TRUE,0,3.7,NA,15.8,23.5,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,36,26,7.6,,,,,,,FALSE,11-Jul,0,0,,TRUE,0.0091,0.1400,0.0100,,0.1591,,,,,,,,,,,,,,,,,,,,,,,,,,
380,11,4,Rainbow Pool,RBW4,AA0565,AA0508,B,Hot/Wet,Hot,Wet,MM5-4,F,2,plain,6,7,N,,< 1,1.15,6.32,13.18,18.42,38.56,61.3,84.7,NA,NA,,TRUE,0,2.5,NA,19.1,21.7,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,57,49,15.3,,,,,,,FALSE,11-Jul,0,3,,TRUE,1.2200,1.6800,0.4800,,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,
262,12,8,Redwood Creek,RWD8,EH0009,AA1538,A,Hot/Wet,Hot,Wet,MM5-4,G,2,plain,6,7,N,,1.19,2.94,12.37,19.6,40.84,59.51,69.6,106.5,NA,NA,,TRUE,1.7,4.6,NA,28.5,34.5,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,51,52,11.4,,,,,,,FALSE,11-Jul,1,14,,TRUE,2.1500,3.9500,0.5400,,6.64,,,,,,,,,,,,,,,,,,,,,,,,,,
200,13,8,Rock Creek,011aN1,,,A,Hot/Wet,Hot,Wet,MM5-4,H,2,plain,6,7,N,,4.27,7.6,17.18,30.08,42.76,66.02,88.8,89,NA,NA,,TRUE,2.4,6.5,NA,29.1,34.5,NA,NA,TRUE,,turgid,13-Jun,,,,,,,25-Jun,72,61,12.1,,0.3611,0.0512,,,,FALSE,11-Jul,0,9,,TRUE,1.8400,3.4100,0.4300,,5.68,,,,,,,,13-Jun,2.3,32.5,17.4,34.7,,,,,,,,,,,,,,
210,14,6,Wawona,187aC2,,,A,Hot/Wet,Hot,Wet,MM5-4,I,2,no toothpick; germination,12,17,N,,0.96,3.92,13.35,21.25,37.86,48.35,67.5,97.5,NA,NA,,TRUE,1.4,4.9,NA,25.2,28.8,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,45,49,12.9,,,,,,,FALSE,11-Jul,4,7,,TRUE,2.2000,3.5300,0.3800,,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,
