Order,AlphaPop,FamilyNum,Population,Family,Dam,Sire,Rep,Treatment,TempTrt,WaterTrt,Block,Col,Row,GermDate,MinGermDay,MaxGermDay,Transplant,,LLL_0512,LLL_0515,LLL_0520,LLL_0523,LLL_0526,LLL_0529,LLL_0602,LLL_0605,LLL_0609,LLL_0612,Notes,UseForLLLGrowth,Height_0529,Height_0602,Height_0605,Height_0609,Height_0612,Height_0616,Height_0620,UseForHeightGrowth,,WiltStatus_0612,Flower Date,StigmaAntherSep,FlwrHeight,FlwrWidth,FlwrLength,Flwr Notes,,LeafCollectionDate,UppTrichomeNo,LowTrichomeNo,Length_mm,LeafNotes1,LeafFW_g,LeafDW_g,LeafNotes2,LeafArea_cm2,,DiedFromStress,HarvestDate,NFlwr,Nbud,HarvestNotes,UseForBiomass,LeavesDW_g,ShootsDW_g,RootsDW_g,Notes,,,,,,,,,FlowerDate,StigmaAntherSep,FlwrHeight,FlwrWidth,FlwrLength,FlwrNotes,,,,,,,,,,,,,
342,3,6,Deep Creek,DPC6,JP0785,JP0782,A,Hot/Wet,Hot,Wet,MM5-4,H,7,no toothpick; germination,12,17,N,,< 1,< 1,6.02,16.58,26.32,36.21,56,77.8,NA,NA,,TRUE,1.1,3.5,NA,16.5,18.5,NA,NA,TRUE,,turgid,,,,,,,,02-Jul,35,26,10.1,,0.0857,0.0083,,,,FALSE,09-Jul,0,0,,TRUE,0.0998,0.3800,0.0700,,0.5498,,,,,,,,,,,,,,,,,,,,,,,,,,
358,4,4,Grade Road Palomar,GRP4,JP0992,JP0995,B,Hot/Wet,Hot,Wet,MM5-4,I,7,red,9,9,N,,< 1,2.46,13.09,20.66,36.08,43.13,49.1,64.2,NA,NA,,TRUE,0.9,2.6,NA,10.3,13.6,NA,NA,TRUE,,turgid,,,,,,,,02-Jul,30,27,6.5,,0.0346,0.0032,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
230,5,2,Hauser Creek,HAU2,AA1597,AW1132,A,Hot/Wet,Hot,Wet,MM5-4,J,7,plain,6,7,N,,4.45,9.24,22.27,41.72,54.12,83.45,100.7,92.3,NA,NA,,TRUE,1.9,4.8,NA,18.9,18.1,NA,NA,TRUE,,turgid,,,,,,,,02-Jul,92,58,11.5,,0.1873,0.0277,,,,FALSE,10-Jul,10,7,,TRUE,1.5700,4.3000,0.4300,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,
336,7,6,Middle Yuba,MYU6,JP0624,JP0618,B,Hot/Wet,Hot,Wet,MM5-4,L,7,plain,6,7,N,,< 1,1.03,5.34,9.38,14.65,23.05,30.8,41.6,NA,NA,,TRUE,0.5,1.5,NA,12,13.1,NA,NA,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
302,6,2,Little Jameson,LIJ2,AA1378,AA1384,A,Hot/Wet,Hot,Wet,MM5-4,K,7,plain,6,7,N,,< 1,1.51,6.16,10.9,18.46,32.14,35,51.2,NA,NA,,TRUE,0.7,2.1,NA,9.2,10.6,NA,NA,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
384,11,4,Rainbow Pool,RBW4,AA0565,AA0508,C,Hot/Wet,Hot,Wet,MM5-4,,,no germination,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no transplant available,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,,NA,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,NA,,,,,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
415,1,2,Cottonwood Creek,347a,,,A,Cool/Dry,Cool,Dry,MM7-5,A,1,red,9,9,N,,< 1,< 1,5.62,8.52,16.9,24.4,27.1,48.5,58,38,wilting,TRUE,0,0.6,NA,2,2.2,2.5,3,TRUE,,turgid,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead,FALSE,NA,0.2100,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
479,2,11,Sweetwater River,CUR11,AW1113,AW1112,A,Cool/Dry,Cool,Dry,MM7-5,B,1,plain,6,7,N,,2.19,5.59,10.89,16.02,18.01,25,24.8,40.2,60.7,59.9,,TRUE,0,NA,2.4,4,5.6,6.5,9.6,TRUE,,turgid,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
533,3,5,Deep Creek,DPC5,JP0785,AA1535,A,Cool/Dry,Cool,Dry,MM7-5,C,1,plain,6,7,N,,4.1,8.72,15.06,19.82,27.66,41,34.3,47.5,54.7,59.1,,TRUE,1.1,1.8,NA,5.4,7,13,20,TRUE,,turgid,,,,,,,,08-Jul,51,60,11.8,,0.2329,0.0277,,,,FALSE,08-Jul,0,1,,TRUE,0.1500,,0.3894,,0.5394,,,,,,,,,,,,,,,,,,,,,,,,,,
547,4,7,Grade Road Palomar,GRP7,JP0996,JP0088,A,Cool/Dry,Cool,Dry,MM7-5,D,1,plain,6,7,N,,0.58,2.51,8.67,15.17,21.36,30.4,33.4,44.2,55.9,61.8,,TRUE,0.5,NA,2.1,3.5,7.2,15.5,23.4,TRUE,,turgid,,,,,,,,08-Jul,41,60,12.5,,0.0892,0.0103,,,,FALSE,08-Jul,0,0,wilted; no scan,TRUE,0.1800,0.4700,0.1248,,0.7748,,,,,,,,,,,,,,,,,,,,,,,,,,
423,5,3,Hauser Creek,HAU3,AA1597,AW1133,A,Cool/Dry,Cool,Dry,MM7-5,E,1,plain,6,7,N,,< 1,1.7,5.83,12,18.49,26.7,25.3,46.4,55,73.8,,TRUE,0.5,0.9,NA,3,6.5,17,25.3,TRUE,,turgid,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,FALSE,08-Jul,0,0,leaves all wilted; no scans,TRUE,0.2200,0.3000,0.1139,,0.6339,,,,,,,,,,,,,,,,,,,,,,,,,,
501,6,9,Little Jameson,LIJ9,AA1384,AA1379,A,Cool/Dry,Cool,Dry,MM7-5,F,1,green,8,8,N,,< 1,2.93,7.67,13.11,19.27,26.9,32.9,39.1,47.9,62.2,,TRUE,0.5,NA,1.3,4.2,6.9,16.8,26.8,TRUE,,turgid,,,,,,,,08-Jul,75,47,12.6,,0.1425,0.0114,,,,FALSE,08-Jul,0,0,,TRUE,0.1700,0.3300,0.0882,,0.5882,,,,,,,,,,,,,,,,,,,,,,,,,,
521,7,5,Middle Yuba,MYU5,JP0623,JP0621,A,Cool/Dry,Cool,Dry,MM7-5,G,1,no toothpick; germination,12,17,N,,2.69,2.64,8.99,12.1,15.43,22.1,21.3,40.6,59.5,58.8,,TRUE,0,0.7,NA,5.1,9.1,18.9,26.9,TRUE,,turgid,,,,,,,,08-Jul,79,59,11.1,,0.112,0.0122,,,,FALSE,08-Jul,0,0,,TRUE,0.2400,0.4200,0.2019,,0.8619,,,,,,,,,,,,,,,,,,,,,,,,,,
443,8,11,Mill Creek,MIL11,EH0061,EH0055,A,Cool/Dry,Cool,Dry,MM7-5,H,1,plain,6,7,N,,2.44,5.17,11.47,17.91,25.69,33.6,33.5,43.5,72.5,78.8,,TRUE,0.7,NA,3.4,7.9,14.1,26.8,37.8,TRUE,,turgid,,,,,,,,08-Jul,62,79,11,,0.1461,0.017,,,,FALSE,08-Jul,6,4,,TRUE,0.6910,1.6500,0.2277,,2.5687,,,,,,,,-,2.84,24.8,8.76,35.65,flowers slightly wilted,,,,,,,,,,,,,
513,9,6,North Fork Middle Tule,NMT6,EH0014,AA1515,A,Cool/Dry,Cool,Dry,MM7-5,I,1,red,9,9,N,,< 1,2.32,7.09,13.23,21.18,25.9,29.2,41.4,62.4,96.2,,TRUE,0,0.4,NA,1.5,4.7,13,24,TRUE,,turgid,,,,,,,,08-Jul,70,71,16.3,,0.2687,0.0383,,,,FALSE,08-Jul,0,0,,TRUE,0.9100,0.8900,0.1820,,1.982,,,,,,,,,,,,,,,,,,,,,,,,,,
559,10,6,Paradise Creek,PRD6,AA1431,AA1428,B,Cool/Dry,Cool,Dry,MM7-5,J,1,plain,6,7,N,,< 1,2.2,8.31,13.39,18.74,26,31.8,46.5,68.1,91.3,,TRUE,0,NA,1,3.4,7.9,17.5,28,TRUE,,turgid,,,,,,,,08-Jul,114,80,10.5,,0.1574,0.0309,,,,FALSE,08-Jul,0,4,,TRUE,0.6410,0.8900,0.6796,,2.2106,,,,,,,,,,,,,,,,,,,,,,,,,,
565,11,1,Rainbow Pool,RBW1,AA0656,AA0563,A,Cool/Dry,Cool,Dry,MM7-5,K,1,plain,6,7,N,,2.93,6.9,12.63,17.31,30.55,42.8,35.3,62.6,83.8,97.6,,TRUE,0.5,0.8,NA,2.9,6,13,25.9,TRUE,,turgid,,,,,,,,08-Jul,93,96,14.7,,0.295,0.0574,,,,FALSE,08-Jul,0,4,,TRUE,1.5030,1.5900,1.7230,,4.816,,,,,,,,,,,,,,,,,,,,,,,,,,
455,12,9,Redwood Creek,RWD9,EH0009,AA1541,A,Cool/Dry,Cool,Dry,MM7-5,L,1,plain,6,7,N,,< 1,1.36,7.08,13.03,24.01,28,27,32.7,46.2,58.8,,TRUE,0.5,NA,1.6,3.3,5.2,10.9,19.8,TRUE,,turgid,,,,,,,,08-Jul,114,101,17.2,,0.2975,0.0694,,,,FALSE,08-Jul,0,4,,TRUE,0.8210,0.8600,0.5397,,2.2207,,,,,,,,,,,,,,,,,,,,,,,,,,
387,13,3,Rock Creek,004aN1,,,A,Cool/Dry,Cool,Dry,MM7-5,M,1,red,9,9,N,,0.83,3.18,6.16,8.75,12.09,21.4,20.4,27,37.6,39,,TRUE,0,0.7,NA,2,3.5,8,12.8,TRUE,,turgid,,,,,,,,08-Jul,85,68,13.8,,0.2644,0.0322,,,,FALSE,08-Jul,0,0,,TRUE,0.1900,0.1800,0.0986,,0.4686,,,,,,,,,,,,,,,,,,,,,,,,,,
397,14,1,Wawona,182aC2,,,A,Cool/Dry,Cool,Dry,MM7-5,N,1,plain,6,7,N,,2.1,4.88,10.7,15.41,22.49,35.4,33.5,58.2,70.6,74.5,,TRUE,0.5,NA,2.1,5,6.9,11.5,20.5,TRUE,,turgid,,,,,,,,08-Jul,56,71,9.3,,0.1335,0.0254,,,,FALSE,08-Jul,0,8,,TRUE,0.7110,0.9700,0.8840,,2.565,,,,,,,,,,,,,,,,,,,,,,,,,,
485,15,5,West Fork Mojave River,WFM5,EH0018,EH0024,A,Cool/Dry,Cool,Dry,MM7-5,A,2,plain,6,7,N,,4.67,8.57,15.29,23.85,29.57,45.6,43.5,69.1,67.7,79.6,,TRUE,0.6,1.5,NA,4.9,6,5.5,8,TRUE,,turgid,,,,,,,,07-Jul,52,74,16.5,,0.34,0.0278,,,,FALSE,07-Jul,0,0,,TRUE,0.1775,0.3044,0.0900,,0.5719,,,,,,,,,,,,,,,,,,,,,,,,,,
467,16,11,Whitewater Canyon,WWC11,EH0034,EH0033,A,Cool/Dry,Cool,Dry,MM7-5,B,2,plain,6,7,N,,2.61,4.42,9.05,13.2,13.6,23.4,20.7,40,54.5,67.7,,TRUE,0,NA,0.5,5.6,7.1,14.1,23.4,TRUE,,turgid,,,,,,,,07-Jul,89,94,19.4,,0.371,0.0259,,,,FALSE,07-Jul,0,0,,TRUE,0.1869,0.2889,0.1300,,0.6058,,,,,,,,,,,,,,,,,,,,,,,,,,
413,1,7,Cottonwood Creek,356a,,,A,Cool/Dry,Cool,Dry,MM7-5,C,2,no toothpick; germination,12,17,N,,< 1,< 1,0.65,3.67,6.8,11.9,10.7,13.5,18.4,20.4,,TRUE,0,0,NA,0.5,1.8,2.8,3.5,TRUE,,turgid,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,very small; not harvested,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
477,2,9,Sweetwater River,CUR9,AW1111,AW1112,A,Cool/Dry,Cool,Dry,MM7-5,D,2,red,9,9,N,,2.02,4.42,8.3,13.77,16.71,21.1,26.9,34.8,49.9,63.4,,TRUE,0,NA,0.5,2.5,5.9,13.5,19.4,TRUE,,turgid,,,,,,,,07-Jul,48,60,16.7,,0.25,0.0166,,,,FALSE,07-Jul,0,0,,TRUE,0.1105,0.2100,0.0500,,0.3705,,,,,,,,,,,,,,,,,,,,,,,,,,
537,3,3,Deep Creek,DPC3,AA1535,JP0786,B,Cool/Dry,Cool,Dry,MM7-5,E,2,plain,6,7,N,,1.13,3.02,6.68,12.01,16.33,21.9,28.3,41.4,51.9,60.4,,TRUE,0,0.9,NA,5.5,8.1,15.8,23.8,TRUE,,turgid,,,,,,,,07-Jul,36,31,17.8,,0.3242,0.0365,extra leaf measurement - FW: 0.189; DW: 0.0125?,,,FALSE,07-Jul,0,0,,TRUE,0.1565,0.2100,0.0547,,0.4212,,,,,,,,,,,,,,,,,,,,,,,,,,
549,4,3,Grade Road Palomar,GRP3,JP0989,JP0992,B,Cool/Dry,Cool,Dry,MM7-5,F,2,plain,6,7,N,,3.29,6.31,11.11,18.45,25.15,42.4,45.1,72,82.4,93.1,,TRUE,0.7,NA,3.4,6.4,12.5,23.3,31.5,TRUE,,turgid,,,,,,,,07-Jul,82,113,18.5,,0.304,0.0471,,,,FALSE,07-Jul,0,3,,TRUE,0.6100,1.6800,0.5500,,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,
425,5,5,Hauser Creek,HAU5,AW1128,AW1129,A,Cool/Dry,Cool,Dry,MM7-5,G,2,plain,6,7,N,,0.8,3.35,10.63,17.91,19.93,33.4,35,68.7,85,95.2,,TRUE,0,1,NA,7.6,12.6,23.5,35.1,TRUE,,turgid,,,,,,,,07-Jul,95,113,16,,0.43,0.0548,,,,FALSE,07-Jul,0,0,,TRUE,1.2100,2.3200,0.4400,,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,
499,6,7,Little Jameson,LIJ7,AA1383,AA1385,A,Cool/Dry,Cool,Dry,MM7-5,H,2,red,9,9,N,,< 1,< 1,6.4,9.94,17.29,22.4,19.4,26.8,31.5,27.2,,TRUE,0,NA,0.9,1,1,NA,1,TRUE,,turgid,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead - no plant,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
519,7,3,Middle Yuba,MYU3,JP0619,JP0624,A,Cool/Dry,Cool,Dry,MM7-5,I,2,plain,6,7,N,,2.05,5.23,10.37,16.07,18.56,28.9,32.7,45.9,61.1,62.5,,TRUE,0,0.5,NA,6,8.6,17.5,14.1,TRUE,,turgid,,,,,,,,07-Jul,66,83,17.8,,0.274,0.0355,,,,FALSE,07-Jul,0,0,,TRUE,0.3598,0.4400,0.4700,,1.2698,,,,,,,,,,,,,,,,,,,,,,,,,,
435,8,3,Mill Creek,MIL3,EH0053,EH0057,A,Cool/Dry,Cool,Dry,MM7-5,J,2,red,9,9,N,,< 1,0.89,7.42,13.65,17.08,25.2,26.7,31.1,42.2,44.5,,TRUE,0,NA,0.9,4.2,9.1,15.1,22.9,TRUE,,turgid,,,,,,,,07-Jul,36,41,10.5,,0.118,0.0113,,,,FALSE,07-Jul,0,0,"2 ""main"" stem - decap early on?",CHECK,0.1465,0.2900,0.0900,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,
515,9,7,North Fork Middle Tule,NMT7,EH0014,AA1519,B,Cool/Dry,Cool,Dry,MM7-5,K,2,plain,6,7,N,,0.94,4.41,10.89,15.98,20.52,33.4,26.1,40.7,57.6,69.7,,TRUE,0.4,0.5,NA,2.6,5.9,16.2,25.5,TRUE,,turgid,,,,,,,,07-Jul,53,55,15,,0.23,0.0357,,,,FALSE,07-Jul,0,2,,TRUE,0.4561,0.6200,0.3600,,1.4361,,,,,,,,,,,,,,,,,,,,,,,,,,
553,10,1,Paradise Creek,PRD1,AA1426,EH0011,A,Cool/Dry,Cool,Dry,MM7-5,L,2,plain,6,7,N,,2.57,5.64,10.78,15.28,15.89,27.5,28.8,40.9,59.9,73,,TRUE,0,NA,1.9,4.5,7.9,15.9,28.9,TRUE,,turgid,,,,,,,,07-Jul,95,107,19.4,,0.441,0.042,,,,FALSE,07-Jul,0,2,,TRUE,0.2370,1.3200,0.4800,,2.037,,,,,,,,,,,,,,,,,,,,,,,,,,
569,11,1,Rainbow Pool,RBW1,AA0656,AA0563,B,Cool/Dry,Cool,Dry,MM7-5,M,2,plain,6,7,N,,< 1,2.12,4.79,8.85,12.51,14.9,19.6,34.8,56.4,68.5,,TRUE,0,0.5,NA,2.4,5,11.1,19,TRUE,,turgid,,,,,,,,07-Jul,49,50,13.7,,0.196,0.0317,,,,FALSE,07-Jul,0,0,,TRUE,0.2933,0.3600,0.2200,,0.8733,,,,,,,,-,1.66,42.01,17.25,32.94,,,,,,,,,,,,,,
447,12,2,Redwood Creek,RWD2,AA1541,EH0005,A,Cool/Dry,Cool,Dry,MM7-5,N,2,plain,6,7,N,,3.66,6.87,15.16,25.07,37.17,54.4,59.2,82.8,83.8,91.7,,TRUE,1,NA,4.4,8.3,10.9,18.5,25.9,TRUE,,turgid,,,,,,,,07-Jul,102,63,12.5,,0.25,0.0674,,,,FALSE,07-Jul,13,58,,TRUE,4.7000,6.9800,1.3300,,13.01,,,,,,,,,,,,,,,,,,,,,,,,,,
395,13,11,Rock Creek,014aN1,,,A,Cool/Dry,Cool,Dry,MM7-5,A,3,yellow,10,10,N,,2.88,6.75,12.48,18.08,25.28,33.9,33.1,53.4,66,63.7,,TRUE,0.5,0.9,NA,3.9,5.5,5.5,9,TRUE,,turgid,,,,,,,,07-Jul,35,48,11.5,,0.175,0.0143,,,,FALSE,07-Jul,0,0,,TRUE,0.1175,0.1283,0.0766,,0.3224,,,,,,,,,,,,,,,,,,,,,,,,,,
399,14,3,Wawona,184aC2,,,A,Cool/Dry,Cool,Dry,MM7-5,B,3,green,8,8,N,,< 1,0.78,5.32,9.74,16.83,21.6,23.7,50,55.8,56.3,,TRUE,0,NA,1,2.9,4.4,10.5,18.2,TRUE,,turgid,,,,,,,,07-Jul,26,46,8.2,,0.094,0.0064,,,,FALSE,07-Jul,0,0,,TRUE,0.1247,0.1249,0.0420,,0.2916,,,,,,,,,,,,,,,,,,,,,,,,,,
491,15,11,West Fork Mojave River,WFM11,EH0026,EH0019,A,Cool/Dry,Cool,Dry,MM7-5,C,3,plain,6,7,N,,3.22,6.5,13.39,18.89,24.02,34.4,34,57.3,64.6,81.1,,TRUE,1,1.7,NA,5.5,10.4,17.5,27.5,TRUE,,turgid,,,,,,,,07-Jul,101,117,29.9,,0.96,0.089,,,,FALSE,07-Jul,4,4,,TRUE,0.6000,1.5900,0.3061,,2.4961,,,,,,,,,,,,,,,,,,,,,,,,,,
465,16,9,Whitewater Canyon,WWC9,EH0032,EH0034,A,Cool/Dry,Cool,Dry,MM7-5,D,3,plain,6,7,N,,2.58,6.4,14.4,17.17,27.42,43.9,33.7,33.6,78.4,94.8,,TRUE,0.5,NA,2.5,5.4,10.6,19.6,30.2,TRUE,,turgid,,,,,,,,07-Jul,40,59,12,,0.183,0.0222,,,,FALSE,07-Jul,4,3,,TRUE,0.2923,2.1300,0.3923,,2.8146,,,,,,,,-,4.74,26.11,8.61,29.11,,,,,,,,,,,,,,
417,1,5,Cottonwood Creek,353a,,,A,Cool/Dry,Cool,Dry,MM7-5,E,3,green,8,8,N,,< 1,1.3,3.88,6.37,11.67,16.8,16.1,41.3,52.6,55.2,,TRUE,0,0.6,NA,4.7,7.5,8.6,13,TRUE,,turgid,,,,,,,,07-Jul,17,20,2.9,,0.021,0.0013,,,,FALSE,07-Jul,0,0,,TRUE,0.0119,0.0236,0.0095,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,
469,2,1,Cuyamaca Rancho,CUR1,AA1404,AA1405,A,Cool/Dry,Cool,Dry,MM7-5,F,3,no toothpick; germination,12,17,N,,< 1,1.28,6.88,11.41,22.15,26.5,30.1,50.9,56.8,63.2,,TRUE,0,NA,0.9,4.3,9.9,17.4,26.1,TRUE,,turgid,,,,,,,,07-Jul,48,48,12.2,,0.151,0.0149,,,,FALSE,07-Jul,0,0,,TRUE,0.1637,0.3300,0.1018,,0.5955,,,,,,,,,,,,,,,,,,,,,,,,,,
535,3,1,Deep Creek,DPC1,AA1535,JP0779,B,Cool/Dry,Cool,Dry,MM7-5,G,3,plain,6,7,N,,1.06,2.68,8.71,13.58,18.1,30.4,31.6,65,67.2,76.5,,TRUE,0,0.5,NA,5.5,12.5,18,27.8,TRUE,,turgid,,,,,,,,07-Jul,24,43,11.9,,0.176,0.0229,,,,FALSE,07-Jul,0,4,,TRUE,0.4700,0.7200,0.1973,,1.3873,,,,,,,,,,,,,,,,,,,,,,,,,,
543,4,3,Grade Road Palomar,GRP3,JP0989,JP0992,A,Cool/Dry,Cool,Dry,MM7-5,H,3,plain,6,7,N,,3.41,6.49,12.76,18.47,27.93,41.2,45.4,46.7,89.8,96.1,,TRUE,0.9,NA,3.9,10,15.1,26.5,35.5,TRUE,,turgid,,,,,,,,07-Jul,96,124,15.3,,0.303,0.0426,,,,FALSE,07-Jul,0,4,,TRUE,0.4500,3.1900,0.7513,,4.3913,,,,,,,,,,,,,,,,,,,,,,,,,,
421,5,1,Hauser Creek,HAU1,AA1596,AW1135,A,Cool/Dry,Cool,Dry,MM7-5,I,3,plain,6,7,N,,2.14,4.75,10.35,15.54,16.49,26.4,33.8,43.9,56.5,71,,TRUE,0,0.6,NA,3.8,8.8,17,23.4,TRUE,,turgid,,,,,,,,07-Jul,57,93,13.3,,0.177,0.0262,,,,FALSE,07-Jul,0,0,,TRUE,0.3600,0.4100,0.1800,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,
503,6,11,Little Jameson,LIJ11,AA1385,AA1380,A,Cool/Dry,Cool,Dry,MM7-5,J,3,no toothpick; germination,12,17,N,,< 1,< 1,1.34,1.91,4.15,4.3,4.9,6,4.5,4.5,showing signs of stress ,FALSE,0,NA,0,0,0,0,0,FALSE,,turgid,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,NA,,,,dead - no plant,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
523,7,1,Middle Yuba,MYU1,JP0618,JP0619,B,Cool/Dry,Cool,Dry,MM7-5,K,3,plain,6,7,N,,3.23,5.39,9.95,12.96,19.38,25.6,28.7,37.2,53.2,63.6,,TRUE,0.5,1.1,NA,4.5,9.5,15.9,25.9,TRUE,,turgid,,,,,,,,07-Jul,88,100,18.8,,0.455,0.0442,,,,FALSE,07-Jul,0,4,,TRUE,1.1200,1.1100,0.4205,,2.6505,,,,,,,,,,,,,,,,,,,,,,,,,,
433,8,1,Mill Creek,MIL1,AA1502,EH0053,A,Cool/Dry,Cool,Dry,MM7-5,L,3,red,9,9,N,,< 1,1.33,4.93,9.75,14.22,20.3,27.2,37.5,46.9,52.6,,TRUE,0,NA,0.6,2.8,6.6,14,23.5,TRUE,,turgid,,,,,,,,07-Jul,59,60,15.3,,0.398,0.0494,,,,FALSE,07-Jul,0,3,,TRUE,0.3418,0.5000,0.1300,,0.9718,,,,,,,,,,,,,,,,,,,,,,,,,,
511,9,5,North Fork Middle Tule,NMT5,EH0012,AA1519,A,Cool/Dry,Cool,Dry,MM7-5,M,3,plain,6,7,N,,2.87,4.05,8.23,12.6,17.21,25.3,27.7,39.8,52.5,69.6,,TRUE,0,0.8,NA,3,5.5,11.5,20,TRUE,,turgid,,,,,,,,07-Jul,97,114,12,,0.1736,0.0307,,,,FALSE,07-Jul,0,4,,TRUE,0.4700,0.5500,0.3795,,1.3995,,,,,,,,,,,,,,,,,,,,,,,,,,
555,10,3,Paradise Creek,PRD3,AA1427,AA1428,A,Cool/Dry,Cool,Dry,MM7-5,N,3,plain,6,7,N,,< 1,1.75,5.49,10,13.89,21.9,26.2,33.8,47.4,58.4,,TRUE,0,NA,0.5,4.5,3.1,9.5,13.2,TRUE,,turgid,,,,,,,,07-Jul,90,67,13.9,,0.1676,0.0262,,,,FALSE,07-Jul,0,0,,TRUE,0.1782,0.1556,0.0849,,0.4187,,,,,,,,,,,,,,,,,,,,,,,,,,
571,11,3,Rainbow Pool,RBW3,AA0563,AA0565,B,Cool/Dry,Cool,Dry,MM7-5,A,4,plain,6,7,N,,2.89,6.15,11.75,17.96,27,42,48.5,71.9,74.5,116.7,,TRUE,0.8,0.9,NA,6.1,10.9,21,29.6,TRUE,,turgid,,,,,,,,07-Jul,57,75,13.2,,0.2174,0.0228,,,,FALSE,07-Jul,0,0,,TRUE,0.3784,1.4200,0.5931,,2.3915,,,,,,,,,,,,,,,,,,,,,,,,,,
445,12,1,Redwood Creek,RWD1,AA1538,AA1541,A,Cool/Dry,Cool,Dry,MM7-5,B,4,red,9,9,N,,1.02,2.59,4.68,7.44,10.39,16.9,18.6,38.1,41.5,47.1,,TRUE,0,NA,1.7,4,9.2,15.5,21.5,TRUE,,turgid,,,,,,,,07-Jul,70,64,11.3,,0.1126,0.0101,,,,FALSE,07-Jul,0,0,,TRUE,0.1974,0.1900,0.0451,,0.4325,,,,,,,,,,,,,,,,,,,,,,,,,,
385,13,1,Rock Creek,001aN1,,,A,Cool/Dry,Cool,Dry,MM7-5,C,4,no toothpick; germination,12,17,N,,< 1,< 1,4.71,7.39,12.87,16.9,20.8,26.7,40.7,48.2,,TRUE,0,0.4,NA,2.6,5.6,7.5,7.6,TRUE,,turgid,,,,,,,,07-Jul,30,14,2.5,,0.0158,0.0011,,,,NA,NA,NA,NA,decapitated,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
407,14,11,Wawona,192aC2,,,A,Cool/Dry,Cool,Dry,MM7-5,D,4,plain,6,7,N,,1.49,3.8,8.17,13.04,17.61,26.9,28.5,45.7,56.2,72.3,,TRUE,0,NA,1.3,3.5,8.6,13.9,24.1,TRUE,,turgid,,,,,,,,07-Jul,91,78,18.9,,0.2956,0.0293,,,,FALSE,07-Jul,0,0,,TRUE,0.3172,0.4500,0.0798,,0.847,,,,,,,,,,,,,,,,,,,,,,,,,,
489,15,9,West Fork Mojave River,WFM9,EH0024,EH0017,A,Cool/Dry,Cool,Dry,MM7-5,E,4,plain,6,7,N,,1.78,5.16,9.92,16.35,19.68,31.6,30.6,44.8,62.1,76.2,Duplicates: plain; green,TRUE,0.4,1.1,NA,5.3,9.5,19.1,27.5,TRUE,,turgid,,,,,,,,07-Jul,65,77,14.2,,0.2616,0.0295,,,,FALSE,07-Jul,0,0,,TRUE,0.3420,0.5700,0.1510,,1.063,,,,,,,,,,,,,,,,,,,,,,,,,,
459,16,3,Whitewater Canyon,WWC3,EH0028,EH0032,A,Cool/Dry,Cool,Dry,MM7-5,F,4,plain,6,7,N,,1.15,3.25,6.5,11.41,16.92,25.8,27.4,40.2,57.7,46.8,wilting,TRUE,0,NA,1.9,6.4,12.5,20,29.3,TRUE,,turgid,,,,,,,,07-Jul,66,106,20.2,,0.469,0.0571,,,,FALSE,07-Jul,0,5,,TRUE,0.4000,0.5900,0.1046,,1.0946,,,,,,,,,,,,,,,,,,,,,,,,,,
